Player,Age,Tm,Lg,Season,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jeremy Pargo,33,GSW,NBA,2019-20,3,0,44,12.6,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0,15.1,25.7,103,119,0,0,0,0.011,-2.8,-3,-5.9,0,11,22,8,15,3,7,0,1,1,2,3,8,1,0,4,8,25
Jabari Parker,24,TOT,NBA,2019-20,38,23,917,18,0.277,0.189,7.1,18.3,12.6,12.4,2.3,1.5,12.1,24,108,112,0.8,0.8,1.6,0.083,0.6,-0.3,0.3,0.5,219,429,187,310,32,119,61,81,61,153,214,68,45,16,64,99,531
Chandler Parsons,31,ATL,NBA,2019-20,5,0,54,5.6,0.778,0,2,12.1,7,7.5,3.5,1.6,14.3,16.1,77,112,-0.1,0,-0.1,-0.065,-4.7,-1.4,-6.1,-0.1,5,18,1,4,4,14,0,0,1,6,7,3,4,1,3,3,14
Eric Paschall,23,GSW,NBA,2019-20,60,26,1654,14.5,0.202,0.331,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,110,117,1.6,0.5,2.1,0.062,-0.7,-2,-2.7,-0.3,318,640,281,511,37,129,164,212,82,193,275,127,32,13,94,125,837
Anžejs Pasečņiks,24,WAS,NBA,2019-20,27,0,437,11.3,0.026,0.5,10.1,16.9,13.4,5.7,1,2.4,14.5,15.8,109,116,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,61,116,61,113,0,3,34,58,42,65,107,18,9,12,24,75,156
Patrick Patterson,30,LAC,NBA,2019-20,59,18,776,11.5,0.738,0.185,4.8,15.1,10.1,7.2,0.4,0.3,7.7,14.7,119,111,1.1,0.8,1.9,0.118,0.8,-0.5,0.3,0.5,95,233,28,61,67,172,35,43,35,116,151,41,7,3,21,54,292
Justin Patton,22,OKC,NBA,2019-20,5,0,24,4.7,0.4,0,4.7,17.9,11.5,12.6,0,0,16.7,22,86,113,-0.1,0,0,-0.063,-6.8,-3.3,-10.1,0,4,10,3,6,1,4,0,0,1,4,5,2,0,0,2,4,9
Chris Paul,34,OKC,NBA,2019-20,70,70,2208,21.7,0.343,0.315,1.3,15.7,8.7,34,2.4,0.4,13.8,23.3,120,108,5.9,3,8.9,0.193,3,1.4,4.4,3.5,434,887,323,583,111,304,253,279,26,323,349,472,111,11,161,158,1232
Cameron Payne,25,PHO,NBA,2019-20,8,0,183,15.7,0.426,0.103,2.4,16.6,9.4,19.5,2.1,1,13.4,19.1,115,110,0.3,0.2,0.5,0.12,0.5,1,1.5,0.2,33,68,18,39,15,29,6,7,4,27,31,24,8,2,11,20,87
Elfrid Payton,25,NYK,NBA,2019-20,45,36,1246,16,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,105,111,0.5,1.2,1.7,0.065,-0.4,0.4,0,0.6,193,440,179,371,14,69,49,86,52,160,212,323,70,17,96,89,449
Gary Payton,27,WAS,NBA,2019-20,29,17,432,11.3,0.397,0.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,103,111,0,0.4,0.5,0.051,-3.2,1.6,-1.6,0,48,116,35,70,13,46,4,8,26,54,80,48,33,7,20,54,113
Norvel Pelle,26,PHI,NBA,2019-20,24,0,232,10.5,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,94,102,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2,25,48,25,47,0,1,7,14,20,52,72,8,3,31,18,55,57
Theo Pinson,24,BRK,NBA,2019-20,33,0,365,5.2,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,80,109,-1,0.4,-0.6,-0.078,-6.8,-0.2,-7,-0.5,45,155,30,75,15,80,15,16,10,44,54,56,17,4,33,35,120
Mason Plumlee,29,DEN,NBA,2019-20,61,1,1057,18.8,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18,118,108,2,1.4,3.4,0.153,0.3,1.7,2,1.1,177,288,177,283,0,5,83,155,98,219,317,154,33,38,82,143,437
Jakob Poeltl,24,SAS,NBA,2019-20,66,18,1171,19.1,0,0.323,12.1,22.5,17.3,13.6,1.5,7.1,15.1,13.2,125,108,2.4,1.6,4,0.163,0.5,2,2.5,1.3,166,266,166,266,0,0,40,86,131,244,375,116,37,95,54,126,372
Vincent Poirier,26,BOS,NBA,2019-20,22,0,130,12.7,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17,15.4,107,104,0.1,0.2,0.3,0.113,-4.8,1,-3.8,-0.1,17,36,16,34,1,2,6,7,13,30,43,8,2,9,8,25,41
Shamorie Ponds,21,TOR,NBA,2019-20,4,0,11,33.1,0.4,0.4,0,9.4,4.8,32.4,0,8.9,0,22.8,164,107,0.1,0,0.1,0.45,8.4,5.3,13.7,0,3,5,2,3,1,2,2,2,0,1,1,2,0,1,0,2,9
Jordan Poole,20,GSW,NBA,2019-20,57,14,1274,7.2,0.528,0.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,91,117,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,167,502,93,237,74,265,95,119,9,109,118,134,35,10,74,94,503
Kevin Porter,19,CLE,NBA,2019-20,50,3,1162,10.8,0.375,0.24,2.1,13.5,7.7,13.9,1.9,1,16.7,20.5,99,115,-0.3,0.6,0.3,0.012,-3.2,-0.6,-3.8,-0.5,186,421,133,263,53,158,73,101,22,140,162,109,46,14,93,135,498
Michael Porter,21,DEN,NBA,2019-20,55,8,903,19.8,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,118,109,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,195,383,133,236,62,147,60,72,66,193,259,46,27,25,49,100,512
Otto Porter,26,CHI,NBA,2019-20,14,9,331,15.8,0.443,0.193,4.1,12.3,8,11.9,2.2,1.7,6.8,21,112,110,0.4,0.4,0.8,0.112,0.8,0.2,1,0.3,62,140,38,78,24,62,19,27,13,35,48,25,15,6,11,31,167
Bobby Portis,24,NYK,NBA,2019-20,66,5,1393,14.6,0.317,0.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,107,113,0.9,1,1.9,0.064,0,-1.1,-1.1,0.3,265,589,198,402,67,187,71,93,80,258,338,98,32,18,73,110,668
Kristaps Porziņģis,24,DAL,NBA,2019-20,57,57,1814,20.2,0.432,0.304,5.9,25.1,15.6,8.8,1.1,5.4,8,27,111,107,2.6,2.6,5.2,0.138,1.8,0.1,1.9,1.8,398,932,256,529,142,403,226,283,100,440,540,102,41,115,92,185,1164
Dwight Powell,28,DAL,NBA,2019-20,40,37,1061,15.9,0.17,0.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,134,111,2.6,1,3.6,0.162,0.4,0.9,1.3,0.9,146,229,136,190,10,39,74,111,75,152,227,59,34,22,36,102,376
Norman Powell,26,TOR,NBA,2019-20,52,26,1479,16.8,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,115,106,2.3,2.3,4.6,0.15,1.2,0.8,2,1.5,296,598,187,325,109,273,129,153,26,164,190,91,60,21,77,108,830
Taurean Prince,25,BRK,NBA,2019-20,64,61,1857,9.1,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14,20.4,94,109,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,278,739,132,308,146,431,71,89,50,331,381,116,57,25,127,159,773
Chasson Randle,26,GSW,NBA,2019-20,3,0,40,6.7,0.5,1.5,0,5.6,2.7,15.7,2.4,0,0,7.1,113,116,0,0,0,0.045,-6,0.2,-5.8,0,0,4,0,2,0,2,5,6,0,2,2,5,2,0,0,3,5
Julius Randle,25,NYK,NBA,2019-20,64,64,2080,17.5,0.23,0.35,7.5,24.9,16,15.8,1.2,1,14.3,27.6,105,112,0.9,1.8,2.7,0.062,0.7,-1,-0.3,0.9,463,1006,399,775,64,231,258,352,151,471,622,198,51,22,193,178,1248
Josh Reaves,22,DAL,NBA,2019-20,4,0,28,5.8,0.222,0.222,3.8,7.4,5.6,14.2,0,0,0,15.1,107,118,0,0,0,0.031,-5.9,-4,-9.9,-0.1,3,9,3,7,0,2,2,2,1,2,3,3,0,0,0,5,8
Cam Reddish,20,ATL,NBA,2019-20,58,34,1551,9,0.451,0.227,2.4,12.7,7.5,8,1.9,1.5,13.6,18.9,95,115,-1.2,0.8,-0.4,-0.011,-3.3,-1,-4.2,-0.9,213,554,130,304,83,250,101,126,35,181,216,87,62,28,96,132,610
J.J. Redick,35,NOP,NBA,2019-20,60,36,1581,15.4,0.629,0.293,0.7,9.5,5.1,10.8,0.6,0.5,9.5,20.4,122,116,3.6,0.6,4.1,0.125,2.3,-1.7,0.7,1.1,286,631,106,234,180,397,165,185,10,141,151,119,20,10,75,96,917
Naz Reid,20,MIN,NBA,2019-20,30,11,495,15.3,0.399,0.218,7,19.9,13.2,11.2,1.8,3.7,7.6,24,105,110,0.2,0.6,0.8,0.074,-1.6,-0.3,-1.9,0,100,243,68,146,32,97,37,53,34,90,124,35,19,22,22,83,269
Josh Richardson,26,PHI,NBA,2019-20,55,53,1693,12,0.385,0.218,2.7,8.7,5.7,13.9,1.5,1.8,12.8,20.6,104,111,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,278,646,193,397,85,249,114,141,41,133,174,162,52,36,104,136,755
Austin Rivers,27,HOU,NBA,2019-20,68,4,1594,10.4,0.539,0.222,1.8,9.8,5.8,10,1.4,0.5,8.3,15.6,110,113,1.2,1.2,2.4,0.072,-2.1,-0.4,-2.5,-0.2,211,501,115,231,96,270,78,111,27,148,175,113,49,10,50,129,596
Andre Roberson,28,OKC,NBA,2019-20,7,0,87,5.4,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3,6.3,16.1,84,108,-0.1,0.1,0,-0.017,-5.2,-0.1,-5.3,-0.1,8,29,5,15,3,14,1,2,7,20,27,4,1,3,2,13,20
Duncan Robinson,25,MIA,NBA,2019-20,73,68,2166,13.1,0.882,0.105,0.5,11,6,7.1,0.8,0.9,8.9,16,122,113,3.7,1.6,5.3,0.118,1.5,-1,0.5,1.3,323,687,53,81,270,606,67,72,10,222,232,102,35,19,70,193,983
Glenn Robinson,26,TOT,NBA,2019-20,62,52,1786,13.3,0.333,0.145,4.8,11.9,8.2,8.4,1.5,0.8,8,16.4,114,115,2,0.9,2.9,0.078,-0.5,-1.2,-1.7,0.1,288,592,211,395,77,197,74,86,81,189,270,96,54,16,55,100,727
Jerome Robinson,22,TOT,NBA,2019-20,63,6,979,7.4,0.494,0.184,1.4,12.8,7,11.9,1.3,1.5,12.8,16.4,96,113,-0.6,0.8,0.2,0.009,-3.8,-0.2,-3.9,-0.5,115,310,66,157,49,153,40,57,13,116,129,87,28,17,49,112,319
Justin Robinson,22,WAS,NBA,2019-20,9,0,49,8.2,0.417,0,2.1,9.3,5.6,18.8,0,1.8,20,12.7,105,120,0,0,0,0.007,-2.6,-3.1,-5.7,0,5,12,2,7,3,5,0,0,1,4,5,7,0,1,3,2,13
Mitchell Robinson,21,NYK,NBA,2019-20,61,7,1412,23.5,0,0.434,13.7,18.8,16.2,3.9,1.8,8,8.3,13.3,144,107,4.8,2,6.8,0.23,1.6,1.4,2.9,1.8,253,341,253,341,0,0,84,148,186,242,428,36,52,119,37,194,590
Isaiah Roby,21,OKC,NBA,2019-20,3,0,11,-7.7,0,0,0,19.5,10,0,0,0,50,8,0,113,-0.1,0,0,-0.188,-12.1,-3.4,-15.5,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0
Rajon Rondo,33,LAL,NBA,2019-20,48,3,984,12.4,0.381,0.125,2.6,13.1,7.9,32.9,1.9,0.2,20.8,18.7,103,108,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.3,0.2,137,328,96,203,41,125,27,41,23,119,142,240,40,2,91,58,342
Derrick Rose,31,DET,NBA,2019-20,50,15,1298,21,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1,13.4,31.6,109,115,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,369,753,324,606,45,147,121,139,27,94,121,278,40,16,126,49,904
Terrence Ross,28,ORL,NBA,2019-20,69,0,1889,14,0.596,0.217,0.7,12.3,6.3,6.8,2,1.1,7,22.8,106,110,1.1,2,3,0.077,-0.1,-0.3,-0.4,0.8,341,846,164,342,177,504,157,184,13,209,222,82,77,24,70,109,1016
Terry Rozier,25,CHO,NBA,2019-20,63,63,2164,14.8,0.45,0.202,2.4,11.8,7,20.4,1.4,0.4,12.1,23.7,108,115,1.9,1.1,3,0.066,0.8,-1.2,-0.4,0.8,398,941,226,518,172,423,166,190,50,226,276,259,61,10,141,126,1134
Ricky Rubio,29,PHO,NBA,2019-20,65,65,2016,16.5,0.312,0.327,2.5,14.4,8.4,39.7,2.2,0.5,17.9,20.4,113,111,2.9,2,4.9,0.117,0.7,0.2,1,1.5,287,692,209,476,78,216,195,226,46,258,304,570,94,11,173,167,847
D'Angelo Russell,23,TOT,NBA,2019-20,45,45,1452,18.7,0.509,0.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,106,115,1.1,0.7,1.8,0.06,3.8,-1.9,1.9,1.4,360,846,202,415,158,431,161,199,17,160,177,285,48,13,147,86,1039
Domantas Sabonis,23,IND,NBA,2019-20,62,62,2159,20.7,0.079,0.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,115,106,4.1,3.4,7.5,0.168,2,1.2,3.2,2.9,458,848,441,781,17,67,214,296,189,582,771,310,47,30,170,195,1147
Luka Šamanić,20,SAS,NBA,2019-20,3,1,48,8.8,0.5,0.25,2.2,20.2,11.2,16.3,0,3.7,10.1,17.8,98,115,0,0,0,0.011,-2.4,-1.7,-4.1,0,5,16,2,8,3,8,3,4,1,9,10,6,0,2,2,6,16
JaKarr Sampson,26,IND,NBA,2019-20,34,12,471,12.6,0.113,0.235,4.7,15.7,10.2,6.1,1.6,2.2,10.6,13.2,118,108,0.6,0.7,1.2,0.124,-2.8,1.4,-1.4,0.1,68,115,66,102,2,13,18,27,20,68,88,21,16,12,15,64,156
Dario Šarić,25,PHO,NBA,2019-20,66,51,1632,14.2,0.437,0.238,6.7,21.1,13.8,10.8,1.1,0.9,12.9,17.8,114,112,2.1,1.5,3.6,0.105,-0.1,-0.3,-0.4,0.7,256,538,172,303,84,235,108,128,100,306,406,123,37,16,88,156,704
Tomáš Satoranský,28,CHI,NBA,2019-20,65,64,1878,13.5,0.361,0.22,4.3,11,7.5,27.1,2.1,0.4,17.7,16.7,111,112,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.3,0.3,237,551,173,352,64,199,106,121,76,178,254,354,80,7,130,135,644
Admiral Schofield,22,WAS,NBA,2019-20,33,2,368,6.1,0.663,0.163,2,12.4,7,5.3,1,0.9,6.6,11.9,104,118,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,35,92,16,31,19,61,10,15,7,40,47,15,8,4,7,50,99
Dennis Schröder,26,OKC,NBA,2019-20,65,2,1999,16.7,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,108,112,1.9,1.8,3.6,0.087,1.1,-1.1,0,1,453,965,328,640,125,325,198,236,19,217,236,262,45,14,166,146,1229
Mike Scott,31,PHI,NBA,2019-20,68,11,1207,11.2,0.62,0.106,5.9,16.8,11.3,6.4,0.8,0.4,6.6,14,117,112,1.4,1.1,2.5,0.1,-0.7,-1.1,-1.8,0.1,149,350,69,133,80,217,30,37,65,183,248,56,21,5,26,96,408
Thabo Sefolosha,35,HOU,NBA,2019-20,41,0,436,9.4,0.593,0.088,5,17.5,11.2,7.5,2.5,2.4,13.7,10.4,103,107,0,0.6,0.7,0.072,-2.9,1.6,-1.2,0.1,37,91,22,37,15,54,3,8,21,72,93,25,24,12,15,43,92
Collin Sexton,21,CLE,NBA,2019-20,65,65,2143,16.3,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,108,118,2.1,0.4,2.5,0.057,0.3,-2.1,-1.8,0.1,513,1086,416,831,97,255,226,267,61,143,204,192,65,7,158,142,1349
Landry Shamet,22,LAC,NBA,2019-20,53,30,1452,8.5,0.757,0.194,0.4,6.6,3.6,9.1,0.7,0.6,9,13.4,115,113,1.5,1.1,2.6,0.086,-1.8,-0.3,-2.1,0,158,391,47,95,111,296,65,76,6,94,100,99,20,10,42,142,492
Marial Shayok,24,PHI,NBA,2019-20,4,0,28,1.4,0.5,0.333,3.9,23.7,13.8,4.8,0,3,17.9,25.8,75,110,-0.1,0,-0.1,-0.13,-9.3,-3.7,-13,-0.1,3,12,1,6,2,6,3,4,1,6,7,1,0,1,3,4,11
Iman Shumpert,29,BRK,NBA,2019-20,13,0,241,5.3,0.516,0.109,3.9,10.5,7.3,6.7,2.4,0.7,13,13.4,85,109,-0.3,0.3,0,-0.005,-6.3,0.8,-5.5,-0.2,21,64,13,31,8,33,4,7,9,25,34,12,12,2,10,21,54
Pascal Siakam,25,TOR,NBA,2019-20,60,60,2110,17.9,0.331,0.274,3.3,18.3,11,16.4,1.4,2.5,10.7,28.1,107,105,1.8,3.6,5.4,0.123,1.3,0.5,1.8,2,500,1104,369,739,131,365,240,303,64,375,439,207,61,53,148,170,1371
Chris Silva,23,MIA,NBA,2019-20,44,0,346,17.3,0.038,0.705,20.2,20.6,20.4,9.9,1.3,6,23.8,17.1,120,106,0.7,0.5,1.3,0.178,-3.1,0.8,-2.3,0,48,78,48,75,0,3,37,55,60,66,126,23,9,21,32,85,133
Ben Simmons,23,PHI,NBA,2019-20,57,57,2017,20.4,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,116,106,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,375,647,373,640,2,7,185,298,113,331,444,455,119,33,200,186,937
Anfernee Simons,20,POR,NBA,2019-20,70,4,1449,9,0.422,0.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,102,119,0,0.1,0.2,0.005,-2.6,-1.9,-4.5,-0.9,214,536,139,310,75,226,76,92,25,127,152,97,26,10,61,135,579
Alen Smailagić,19,GSW,NBA,2019-20,14,0,139,14.5,0.325,0.475,7.5,13.7,10.5,14.3,1,2.6,18.5,18.2,112,115,0.2,0.1,0.2,0.081,-1.4,-0.8,-2.2,0,20,40,17,27,3,13,16,19,10,17,27,13,3,4,11,14,59
Marcus Smart,25,BOS,NBA,2019-20,60,40,1919,13.8,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,110,107,1.7,2.8,4.5,0.112,0,1.4,1.4,1.6,256,682,119,287,137,395,127,152,42,183,225,291,101,29,103,162,776
Dennis Smith,22,NYK,NBA,2019-20,34,3,537,7.4,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,84,112,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,72,211,56,157,16,54,27,53,21,57,78,98,28,8,58,65,187
Ish Smith,31,WAS,NBA,2019-20,68,23,1787,13.9,0.245,0.125,1.8,12,6.7,27.1,1.5,1.5,11.6,19.1,108,117,1.3,0.6,1.9,0.051,-0.3,-1,-1.3,0.3,308,689,246,520,62,169,62,86,30,189,219,334,59,30,95,106,740
J.R. Smith,34,LAL,NBA,2019-20,6,0,79,0,0.5,0.091,0,6.9,3.5,4.8,0.6,0,14.9,14.3,72,113,-0.2,0.1,-0.1,-0.077,-7.8,-2,-9.8,-0.2,7,22,6,11,1,11,2,2,0,5,5,3,1,0,4,5,17
Zhaire Smith,20,PHI,NBA,2019-20,7,0,32,1.1,0.273,0.364,0,6.9,3.5,8.2,4.5,0,13.6,19.9,65,106,-0.1,0.1,-0.1,-0.12,-10.8,0.8,-10,-0.1,3,11,3,8,0,3,2,4,0,2,2,2,3,0,2,4,8
Tony Snell,28,DET,NBA,2019-20,59,57,1641,9.7,0.665,0.084,0.6,7.1,3.8,10.9,1,0.8,7.3,11.4,121,117,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,170,382,68,128,102,254,32,32,9,102,111,127,32,15,31,101,474
Omari Spellman,22,GSW,NBA,2019-20,49,3,886,14.4,0.373,0.312,9.1,18,13.4,8.1,1.8,2.4,13.9,18.8,107,112,0.5,0.7,1.2,0.066,-0.8,-1,-1.7,0.1,127,295,84,185,43,110,73,92,77,142,219,47,33,24,54,63,370
Max Strus,23,CHI,NBA,2019-20,2,0,6,30.7,0.333,0.333,17.5,0,9.2,0,0,0,0,24.4,153,119,0,0,0,0.316,5.3,-1,4.4,0,2,3,2,2,0,1,1,1,1,0,1,0,0,0,0,1,5
Edmond Sumner,24,IND,NBA,2019-20,31,3,447,10.1,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,100,110,-0.1,0.5,0.4,0.047,-3.2,0.2,-3,-0.1,61,142,47,89,14,53,16,29,11,35,46,55,15,9,22,44,152
Caleb Swanigan,22,TOT,NBA,2019-20,27,1,288,7.6,0.043,0.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,95,113,-0.2,0.2,0,0.004,-6.2,0.2,-6,-0.3,28,47,28,45,0,2,9,17,27,73,100,31,3,7,37,62,65
Jayson Tatum,21,BOS,NBA,2019-20,66,66,2265,20.4,0.383,0.255,3.1,18.5,10.9,14.5,2,2.3,10.2,28.6,111,106,3.2,3.7,6.9,0.146,3.5,0.6,4,3.4,552,1226,363,757,189,469,254,313,64,396,460,200,93,57,155,136,1547
Jeff Teague,31,TOT,NBA,2019-20,59,17,1464,14.6,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,112,116,1.9,0.6,2.5,0.082,-0.2,-1.3,-1.5,0.2,213,489,170,372,43,117,172,197,27,115,142,308,44,19,116,106,641
Garrett Temple,33,BRK,NBA,2019-20,62,35,1730,10.5,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9,16.6,106,111,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,222,587,95,201,127,386,70,87,29,189,218,156,49,29,62,108,641
Daniel Theis,27,BOS,NBA,2019-20,65,64,1566,17.9,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5,10.2,14.4,130,105,4,2.6,6.5,0.201,0.6,1.8,2.4,1.7,241,426,209,330,32,96,87,114,140,286,426,111,37,84,54,219,601
Isaiah Thomas,30,WAS,NBA,2019-20,40,37,925,11.6,0.444,0.178,1.2,7,4,23.4,0.7,0.6,14.4,24.1,103,120,0.1,-0.1,0,0.002,-0.5,-3.9,-4.3,-0.5,174,426,96,237,78,189,62,76,11,57,68,146,13,6,77,77,488
Khyri Thomas,23,DET,NBA,2019-20,8,0,61,3.1,0.824,0.235,1.8,0,0.9,6.7,2.4,0,13.8,15.6,88,116,-0.1,0,0,-0.038,-6.2,-1.7,-7.9,-0.1,5,17,0,3,5,14,2,4,1,0,1,3,3,0,3,9,17
Lance Thomas,31,BRK,NBA,2019-20,7,4,98,3,0.565,0.174,2.2,11.4,6.9,8.2,0,0,19.5,13.1,91,115,-0.1,0.1,0,-0.015,-5.7,-2.6,-8.3,-0.2,8,23,4,10,4,13,4,4,2,11,13,6,0,0,6,11,24
Matt Thomas,25,TOR,NBA,2019-20,41,1,440,13.3,0.66,0.08,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,119,109,0.7,0.6,1.2,0.133,1,0.1,1.1,0.3,73,150,26,51,47,99,9,12,9,52,61,22,10,1,16,38,202
Tristan Thompson,28,CLE,NBA,2019-20,57,51,1721,16.8,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14,18.3,112,114,2,1.1,3.1,0.085,-0.3,-1.3,-1.5,0.2,288,562,279,539,9,23,99,161,226,351,577,120,33,50,103,124,684
Sindarius Thornwell,25,NOP,NBA,2019-20,2,0,35,14.7,0.364,0.364,0,12.2,6.1,16.1,1.3,2.4,13.6,17.3,115,113,0,0,0.1,0.101,-0.1,-1.2,-1.3,0,6,11,4,7,2,4,2,4,0,4,4,4,1,1,2,2,16
Matisse Thybulle,22,PHI,NBA,2019-20,65,14,1287,10,0.592,0.155,3.8,5.4,4.6,8,3.5,3.1,15.3,11.2,105,106,0.3,2,2.3,0.086,-2.8,3.1,0.3,0.8,112,265,56,108,56,157,25,41,44,63,107,79,94,47,51,141,305
Anthony Tolliver,34,TOT,NBA,2019-20,55,13,872,7,0.797,0.159,4.1,14.3,9.3,6,1,1.1,14.9,11.1,103,115,0,0.4,0.5,0.026,-2.7,-0.5,-3.2,-0.3,65,182,16,37,49,145,21,29,34,120,154,42,19,11,34,74,200
Juan Toscano-Anderson,26,GSW,NBA,2019-20,13,6,272,9.4,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,98,112,-0.1,0.2,0.2,0.03,-4,0.5,-3.5,-0.1,29,63,21,40,8,23,3,5,9,43,52,26,13,5,16,30,69
Karl-Anthony Towns,24,MIN,NBA,2019-20,35,35,1187,26.5,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,121,110,3.7,1.3,5.1,0.204,7,0.8,7.8,2.9,316,622,202,345,114,277,180,226,95,283,378,153,33,42,110,117,926
Gary Trent,21,POR,NBA,2019-20,61,8,1332,12.9,0.608,0.102,2,5.8,3.9,6.3,1.7,1,4.4,15.3,121,117,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,196,441,84,173,112,268,37,45,25,75,100,61,48,16,21,90,541
Allonzo Trier,24,NYK,NBA,2019-20,24,1,291,14.5,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15,21.4,115,118,0.5,0.1,0.5,0.087,0.9,-1.4,-0.5,0.1,51,106,32,53,19,53,34,43,6,23,29,28,3,4,22,29,155
P.J. Tucker,34,HOU,NBA,2019-20,72,72,2467,8.3,0.702,0.113,4.7,15.6,10.1,6,1.4,1.2,13.9,8.7,114,111,1.6,2.4,4,0.078,-2.4,0.6,-1.9,0.1,177,426,70,127,107,299,39,48,112,364,476,115,77,36,72,229,500
Rayjon Tucker,22,UTA,NBA,2019-20,20,0,161,9.7,0.395,0.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,109,114,0.1,0.1,0.2,0.063,-3.8,-2.2,-6,-0.2,20,43,17,26,3,17,19,23,3,17,20,5,1,1,8,10,62
Evan Turner,31,ATL,NBA,2019-20,19,0,251,6.8,0.075,0.209,3.4,13,8.2,20.6,1.7,2.7,26.2,16.4,84,115,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2,25,67,25,62,0,5,12,14,8,30,38,38,9,8,26,20,62
Myles Turner,23,IND,NBA,2019-20,62,62,1826,14.8,0.426,0.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,108,105,1.1,3.1,4.2,0.111,-1,1.1,0.1,1,268,587,182,337,86,250,127,169,86,321,407,72,46,132,85,166,749
Jarrod Uthoff,26,TOT,NBA,2019-20,7,0,53,8.8,0.5,0.111,4,8.6,6.1,0,0.9,0,0,14.8,105,119,0,0,0,0.018,-2.3,-2.2,-4.5,0,7,18,4,9,3,9,2,2,2,4,6,0,1,0,0,2,19
Jonas Valančiūnas,27,MEM,NBA,2019-20,70,70,1845,22.2,0.123,0.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,120,107,4.2,2.8,7,0.182,2.1,0.2,2.4,2,432,739,400,648,32,91,148,200,213,575,788,131,30,76,127,185,1044
